rowId,depAirportId,arrAirportId,airlineId,airlineName,aircraftTypes
7591,2589,2571,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8;Embraer 190;Airbus A319
7592,2589,2690,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8;Embraer 190
7593,2402,2403,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7594,2402,2401,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7595,2402,2445,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7596,2402,2462,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7597,2445,2402,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7598,2462,2402,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7599,2480,2402,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7600,2372,2402,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7601,96,184,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7602,105,115,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7603,105,2334,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7604,115,105,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7605,161,184,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7606,2334,105,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7607,184,96,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7608,184,161,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8
7609,2402,2480,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8
7610,2393,2572,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7611,1763,1772,370,United Kingdom Royal VIP Flights,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7612,1761,1772,370,United Kingdom Royal VIP Flights,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7613,1772,1763,370,United Kingdom Royal VIP Flights,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7614,1772,1761,370,United Kingdom Royal VIP Flights,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7615,105,137,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7616,126,184,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7617,137,105,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7618,177,184,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7619,184,177,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7620,2572,2577,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7621,2577,2572,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7622,429,397,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7623,508,510,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7624,397,429,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7625,510,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7626,93,184,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7627,100,151,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7628,109,105,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7629,105,100,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7630,105,109,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7631,112,192,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7632,124,156,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7633,156,147,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7634,152,189,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7635,160,189,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7636,184,93,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7637,189,112,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7638,189,160,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7639,192,112,324,Ues-Avia Aircompany,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7640,1679,1684,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7641,1684,1679,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7642,1684,1700,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7643,1696,1684,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7644,1700,1684,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7645,2411,2655,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7646,2572,2598,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7647,2598,2572,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7648,1483,1485,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7649,1483,1489,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7650,1485,1483,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7651,1486,1489,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7652,1489,1483,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7653,2411,2393,203,XP Internation,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7654,457,474,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q;De Havilland Canada DHC-8-400 Dash 8Q
7655,1688,1722,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q;De Havilland Canada DHC-8-200 Dash 8 / 8Q
7656,425,438,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7657,474,425,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7658,457,394,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7659,394,457,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7660,1680,1697,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7661,1681,1688,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7662,1684,1687,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7663,1684,1689,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7664,1684,1714,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7665,1687,1705,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7666,1686,1688,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7667,1688,1681,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7668,1688,1686,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7669,1689,1684,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7670,1714,1684,113,OCEAN AIR CARGO,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-100 Dash 8 / 8Q
7671,2402,2567,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8;Canadair Regional Jet 700
7672,2567,2402,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8;Canadair Regional Jet 700
7673,397,413,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8;De Havilland Canada DHC-8-400 Dash 8Q
7674,2533,2402,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8;Canadair Regional Jet 700
7675,2676,2684,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7676,443,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7677,443,397,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7678,508,443,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7679,397,443,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7680,2396,2402,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8
7681,2402,2415,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8
7682,2402,2367,476,Zantop International Airlines,De Havilland Canada DHC-8-300 Dash 8;Canadair Regional Jet 900;Canadair Regional Jet 700
7683,1629,1646,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900;Aerospatiale/Alenia ATR 72
7684,1639,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900;Aerospatiale/Alenia ATR 72
7685,1646,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900;Aerospatiale/Alenia ATR 72
7686,1629,1653,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7687,1629,1632,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7688,1629,1644,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7689,1629,1652,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7690,1653,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7691,1653,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7692,1632,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7693,1649,1653,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7694,1652,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Beechcraft 1900
7695,1649,1639,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72;Beechcraft 1900
7696,51,835,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7697,228,835,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7698,835,228,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7699,1077,228,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7700,1992,1077,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7701,1630,1633,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7702,1630,1641,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7703,1635,1630,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7704,1638,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7705,1640,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7706,1639,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7707,1641,1630,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7708,1649,1638,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 72
7709,228,51,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 42-300;Aerospatiale/Alenia ATR 72
7710,228,1077,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 42-300;Aerospatiale/Alenia ATR 72
7711,1992,228,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8;Aerospatiale/Alenia ATR 42-300;Aerospatiale/Alenia ATR 72
7712,1484,1489,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;Airbus A320
7713,1489,1484,371,University Air Squadron,De Havilland Canada DHC-8-300 Dash 8;Airbus A320
7714,2589,2374,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8;Airbus A319;Embraer 190
7715,1817,1805,158,Promotora Industria Totolapa,De Havilland Canada DHC-8-300 Dash 8
7716,1805,1817,158,Promotora Industria Totolapa,De Havilland Canada DHC-8-300 Dash 8
7717,2169,1309,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7718,1003,2173,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7719,1004,1007,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7720,1309,2169,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7721,1309,1007,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7722,1309,1020,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7723,1309,2173,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7724,1007,1004,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7725,1007,1309,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7726,196,2173,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7727,1020,1309,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7728,200,2173,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7729,2173,1003,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7730,2173,1309,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7731,2173,196,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7732,2173,200,226,Qatar Air Cargo,De Havilland Canada DHC-8-300 Dash 8
7733,2358,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7734,2355,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7735,2635,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7736,2383,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7737,2388,2470,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7738,2388,2655,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7739,2393,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7740,2403,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7741,2402,2475,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7742,2676,2401,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7743,2676,2443,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7744,2676,2475,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7745,2676,2577,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7746,2437,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7747,2438,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7748,2572,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7749,2443,2676,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7750,2475,2402,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7751,2475,2676,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7752,2684,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7753,2568,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7754,2687,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7755,2484,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7756,2485,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7757,2470,2388,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7758,2470,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7759,2577,2676,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7760,2577,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7761,2574,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7762,2589,2358,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7763,2589,2355,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7764,2589,2635,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7765,2589,2383,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7766,2589,2393,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7767,2589,2403,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7768,2589,2437,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7769,2589,2438,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7770,2589,2572,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7771,2589,2684,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7772,2589,2568,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7773,2589,2687,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7774,2589,2484,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7775,2589,2485,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7776,2589,2470,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7777,2589,2577,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7778,2589,2574,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7779,2589,2607,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7780,2589,2609,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7781,2589,2610,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7782,2589,2618,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7783,2589,2654,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7784,2589,2573,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7785,2589,2655,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7786,2607,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7787,2609,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7788,2610,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7789,2618,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7790,2654,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7791,2573,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7792,2655,2388,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7793,2655,2589,60,SAM Colombia,De Havilland Canada DHC-8-300 Dash 8
7794,2595,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7795,2636,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7796,459,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7797,401,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7798,401,397,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7799,413,478,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7800,413,429,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7801,413,486,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7802,441,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7803,441,397,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7804,473,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7805,478,413,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7806,429,413,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7807,508,2595,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7808,508,2636,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7809,508,459,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7810,508,401,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7811,508,441,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7812,508,473,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7813,508,410,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7814,508,496,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7815,508,489,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7816,508,466,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7817,508,483,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7818,410,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7819,486,413,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7820,496,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7821,397,401,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7822,397,441,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7823,489,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7824,466,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7825,483,508,154,Sahel Aviation Service,De Havilland Canada DHC-8-300 Dash 8
7826,51,1078,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7827,50,51,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7828,228,1494,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7829,228,1087,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7830,228,1989,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7831,835,1078,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7832,835,1857,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7833,835,1992,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7834,1494,228,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7835,1494,1989,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7836,1077,1992,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7837,1087,228,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7838,1078,51,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7839,1078,835,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7840,1857,835,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7841,1989,1494,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7842,1989,1992,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7843,2774,50,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7844,2773,1615,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7845,1615,835,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7846,1615,1989,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7847,1615,2774,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7848,1615,2773,314,Tunisavia,De Havilland Canada DHC-8-300 Dash 8
7849,1629,1642,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7850,1630,1638,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7851,1630,1640,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7852,1630,1639,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7853,1630,1642,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7854,1630,1646,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7855,1635,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7856,1638,1630,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7857,1640,1630,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7858,1640,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7859,1642,1629,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7860,1642,1630,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7861,1644,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7862,1646,1630,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7863,1646,1649,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7864,1649,1635,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7865,1649,1640,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7866,1649,1644,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
7867,1649,1646,306,Tajikstan,De Havilland Canada DHC-8-300 Dash 8
